Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
2,0.0459905927806147,1.33309588032666,Rv1311,Rv0084,,,,,,,
3,0.0481394355146935,0.431377619272098,Rv0084,Rv2899c,Rv1475c,,,,,,
3,0.0467617013295766,0.0727657545357943,Rv0211,Rv0694,Rv0084,,,,,,
3,0.0477904822966415,0.21333364729551,Rv1240,Rv0694,Rv0084,,,,,,
3,0.0477904822966415,0.213333679346028,Rv1902c,Rv1240,Rv0084,,,,,,
3,0.0467617013156986,0.0727657466568821,Rv1902c,Rv0211,Rv0084,,,,,,
4,0.04741990999931,0.538097865879536,Rv1240,Rv0211,Rv0084,Rv2899c,,,,,
4,0.025629029255906,0.0270576330367476,Rv1236,Rv1098c,Rv0084,Rv2899c,,,,,
4,0.0256542516883841,0.0182272769743577,Rv1236,Rv0084,Rv2899c,Rv1623c,,,,,
5,0.0256290292420281,0.0270578961353749,Rv1236,Rv2332,Rv1240,Rv0084,Rv2899c,,,,
5,0.0474964063706195,0.528669237741269,Rv0211,Rv1837c,Rv0084,Rv2899c,Rv1623c,,,,
5,0.0483971432526988,0.166019104653969,Rv1837c,Rv3339c,Rv0066c,Rv0084,Rv2899c,,,,
5,0.0473980074558474,0.545701413182542,Rv1098c,Rv0211,Rv1837c,Rv0084,Rv2899c,,,,
5,0.0364015233114783,0.273595412440518,Rv3777,Rv1188,Rv0694,Rv3150,Rv0084,,,,
5,0.0364015233114783,0.273595412440518,Rv1188,Rv2200c,Rv0694,Rv3150,Rv0084,,,,
6,0.04942436100879,1.00306178742453,Rv2495c,Rv2215,Rv0753c,Rv0162c,Rv0084,Rv2899c,,,
6,0.0494243610226678,1.00306182843633,Rv2495c,Rv2215,Rv0753c,Rv0084,Rv2899c,Rv3535c,,,
6,0.0494243610087901,1.00306179204324,Rv2495c,Rv2215,Rv3601c,Rv0084,Rv2899c,Rv3535c,,,
6,0.0494243610087901,1.0030618525343,Rv2495c,Rv2215,Rv0162c,Rv3601c,Rv0084,Rv2899c,,,
6,0.0364015233114783,0.273595289937091,Rv1902c,Rv1188,Rv2194,Rv1872c,Rv3150,Rv0084,,,
6,0.0480985095492631,0.989566716365516,Rv2495c,Rv2215,Rv0162c,Rv0211,Rv0084,Rv2899c,,,
6,0.0480985095284463,0.98956666898448,Rv2495c,Rv2215,Rv0211,Rv0084,Rv2899c,Rv3535c,,,
6,0.0473980074558472,0.545701440074481,Rv1098c,Rv0211,Rv1915,Rv0467,Rv0084,Rv2899c,,,
6,0.047877056751715,0.199831865495071,Rv0234c,Rv1731,Rv0211,Rv1837c,Rv0084,Rv2899c,,,
6,0.0481394355146935,0.431377619272098,Rv1915,Rv0467,Rv3339c,Rv0066c,Rv0084,Rv2899c,,,
6,0.047877056751715,0.199831868289039,Rv3432c,Rv1248c,Rv0211,Rv1837c,Rv0084,Rv2899c,,,
6,0.0474964063463332,0.528669178020209,Rv0211,Rv1915,Rv0467,Rv0084,Rv2899c,Rv1623c,,,
7,0.0494243610087901,1.00306185660884,Rv3303c,Rv0843,Rv0462,Rv0162c,Rv3601c,Rv0084,Rv2899c,,
7,0.04942436100879,1.00306178742453,Rv0843,Rv0462,Rv2496c,Rv0753c,Rv0162c,Rv0084,Rv2899c,,
7,0.0494243610087901,1.00306185188072,Rv3303c,Rv0843,Rv0462,Rv0753c,Rv0084,Rv2899c,Rv3535c,,
7,0.048098509538855,0.989566695527174,Rv3303c,Rv0843,Rv0462,Rv0162c,Rv0211,Rv0084,Rv2899c,,
7,0.0494243610087901,1.0030617696915,Rv3303c,Rv0843,Rv0462,Rv3601c,Rv0084,Rv2899c,Rv3535c,,
7,0.0494243610226678,1.00306182843633,Rv0843,Rv0462,Rv2495c,Rv0753c,Rv0084,Rv2899c,Rv3535c,,
7,0.0480985095284463,0.98956666898448,Rv0843,Rv0462,Rv2495c,Rv0211,Rv0084,Rv2899c,Rv3535c,,
7,0.0478770567482455,0.199831843492575,Rv1248c,Rv0211,Rv1837c,Rv0084,Rv2899c,Rv3290c,Rv2589,,
7,0.0256740503835333,0.0112956290831789,Rv3432c,Rv1236,Rv1248c,Rv0118c,Rv1837c,Rv0084,Rv2899c,,
7,0.0494243610087901,1.00306179204324,Rv0843,Rv0462,Rv2496c,Rv3601c,Rv0084,Rv2899c,Rv3535c,,
7,0.0494243610226678,1.00306182843633,Rv0843,Rv0462,Rv2496c,Rv0753c,Rv0084,Rv2899c,Rv3535c,,
7,0.0494243610226678,1.00306185280298,Rv3303c,Rv0843,Rv0462,Rv0753c,Rv0162c,Rv0084,Rv2899c,,
7,0.0480985095492631,0.989566716365516,Rv0843,Rv0462,Rv2495c,Rv0162c,Rv0211,Rv0084,Rv2899c,,
7,0.0480985095492631,0.98956671578344,Rv3303c,Rv0843,Rv0462,Rv0211,Rv0084,Rv2899c,Rv3535c,,
7,0.0256740503974109,0.0112955955555663,Rv0234c,Rv1731,Rv1236,Rv0118c,Rv1837c,Rv0084,Rv2899c,,
7,0.0480985095284463,0.98956666898448,Rv0843,Rv0462,Rv2496c,Rv0211,Rv0084,Rv2899c,Rv3535c,,
