Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.359606707775733,0.0904149203956697,PHATRDRAFT_10454,PHATRDRAFT_20310,,
2,0.359606707775732,0.0904149203956696,PHATRDRAFT_10454,PHATRDRAFT_23913,,
2,0.359606707775731,0.0904149203956693,PHATRDRAFT_10454,PHATRDRAFT_859,,
2,0.359606707775729,0.0904149203956689,PHATRDRAFT_10454,PHATRDRAFT_48078,,
2,0.359606707775732,0.0904149203956695,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.359606707775842,0.0540368446456739,PHATRDRAFT_26290,PHATRDRAFT_10454,,
2,0.359606707775732,0.054036844645528,PHATRDRAFT_30145,PHATRDRAFT_10454,,
3,0.359606707775731,0.0904149203957038,PHATRDRAFT_10454,PHATRDRAFT_25932,PHATRDRAFT_11014,
3,0.359606707775737,0.0489198227177462,PHATRDRAFT_19708,PHATRDRAFT_10454,PHATRDRAFT_43469,
4,0.359606707775732,0.119388682420039,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_42245,PHATRDRAFT_10693
