Deletion size,Max growth rate,Min production rate,Deleted genes,,,
2,0.359606707775732,0.0483084925522811,PHATRDRAFT_10454,PHATRDRAFT_42245,,
2,0.35960670777562,0.0483084925522661,PHATRDRAFT_10454,PHATRDRAFT_859,,
4,0.359606707775809,0.0596943412100323,PHATRDRAFT_28882,PHATRDRAFT_9619,PHATRDRAFT_50372,PHATRDRAFT_859
