Deletion size,Max growth rate,Min production rate,Deleted genes,,
2,0.0262548850495495,0.00536753557208738,LLMG_RS11575,LLMG_RS11580,
3,0.0262548850495495,0.00536753557208738,LLMG_RS11565,LLMG_RS11585,LLMG_RS05835
