Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
4,0.268470172580298,0.320738623733632,YLR027C,YHR208W,YKL141W,YDR178W,,,
7,0.26791316511648,0.320073188282549,YPL061W,YLR027C,YOL064C,YBR263W,YGR244C,YJL121C,YBR006W
3,0.267882343338986,0.00139031687615829,YLR027C,YHR208W,YGR244C,,,,
