Deletion size,Max growth rate,Min production rate,Deleted genes,,,
3,0.078945572058431,0.371551887648282,TM1415,TM1611,TM0202,
4,0.0789455720585412,0.0964895828800224,TM1385,TM1611,TM0202,TM1667
