Deletion size,Max growth rate,Min production rate,Deleted genes,
2,0.34980284684642,0.0479824065082485,PHATRDRAFT_36821,PHATRDRAFT_48078
2,0.349802846846419,0.0479824065082911,PHATRDRAFT_36821,PHATRDRAFT_23913
