Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,
10,0.359606707775731,0.197333353796438,PHATRDRAFT_49372,PHATRDRAFT_38509,PHATRDRAFT_45239,PHATRDRAFT_22357,PHATRDRAFT_42458,PHATRDRAFT_50097,PHATRDRAFT_43194,PHATRDRAFT_50971,PHATRDRAFT_42245,PHATRDRAFT_50804,,,,,,,,
11,0.359606707775735,0.197333353796144,PHATRDRAFT_54082,Phatr3_EG02232,PHATRDRAFT_49601,PHATRDRAFT_49372,PHATRDRAFT_29702,PHATRDRAFT_22357,Phatr3_EG02361,PHATRDRAFT_50097,PHATRDRAFT_43194,PHATRDRAFT_51970,PHATRDRAFT_43697,,,,,,,
12,0.359606707775729,0.197333353796466,PHATRDRAFT_draft1186,PHATRDRAFT_48983,PHATRDRAFT_49372,PHATRDRAFT_45239,PHATRDRAFT_draft1572,PHATRDRAFT_29702,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_50097,PHATRDRAFT_43194,PHATRDRAFT_50971,PHATRDRAFT_20310,,,,,,
12,0.359606707775629,0.0924088000162359,PHATRDRAFT_30145,PHATRDRAFT_draft1186,PHATRDRAFT_49372,PHATRDRAFT_45239,PHATRDRAFT_draft348,PHATRDRAFT_22357,PHATRDRAFT_42458,PHATRDRAFT_50097,PHATRDRAFT_39711,PHATRDRAFT_43194,PHATRDRAFT_42245,PHATRDRAFT_39772,,,,,,
13,0.359606707775678,0.197333353792658,PHATRDRAFT_30519,PHATRDRAFT_draft1186,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_19244,PHATRDRAFT_45239,PHATRDRAFT_22357,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_23913,PHATRDRAFT_39772,PHATRDRAFT_51830,,,,,
13,0.359606707775731,0.197333353796445,PHATRDRAFT_54082,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_49601,PHATRDRAFT_49372,PHATRDRAFT_38509,PHATRDRAFT_draft1572,PHATRDRAFT_22357,Phatr3_EG02361,PHATRDRAFT_50097,PHATRDRAFT_43194,PHATRDRAFT_51970,PHATRDRAFT_43697,,,,,
13,0.359606707775733,0.0389459099015081,PHATRDRAFT_49601,PHATRDRAFT_49372,PHATRDRAFT_45239,PHATRDRAFT_29702,PHATRDRAFT_22357,PHATRDRAFT_19708,Phatr3_EG02361,PHATRDRAFT_42458,PHATRDRAFT_50097,PHATRDRAFT_21181,PHATRDRAFT_39711,PHATRDRAFT_43194,PHATRDRAFT_42245,,,,,
13,0.359606707775759,0.0067775076215208,PHATRDRAFT_48983,PHATRDRAFT_49372,PHATRDRAFT_45239,PHATRDRAFT_29702,PHATRDRAFT_22357,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_50097,PHATRDRAFT_39711,PHATRDRAFT_43194,PHATRDRAFT_23913,PHATRDRAFT_42245,PHATRDRAFT_50804,,,,,
13,0.359606707775736,0.197333353796452,PHATRDRAFT_54082,PHATRDRAFT_22913,PHATRDRAFT_55079,PHATRDRAFT_draft1186,PHATRDRAFT_49372,PHATRDRAFT_draft1572,PHATRDRAFT_29702,PHATRDRAFT_22357,Phatr3_EG02361,PHATRDRAFT_50097,PHATRDRAFT_43194,PHATRDRAFT_51970,PHATRDRAFT_43697,,,,,
14,0.359606707775785,0.197333353796535,PHATRDRAFT_49601,PHATRDRAFT_48983,PHATRDRAFT_49372,PHATRDRAFT_45239,PHATRDRAFT_22357,Phatr3_EG02361,PHATRDRAFT_41063,PHATRDRAFT_33839,PHATRDRAFT_50097,PHATRDRAFT_43194,PHATRDRAFT_50971,PHATRDRAFT_39772,PHATRDRAFT_8945,PHATRDRAFT_51245,,,,
14,0.35960670777562,0.19733335379632,PHATRDRAFT_draft976,PHATRDRAFT_30519,PHATRDRAFT_49372,PHATRDRAFT_19244,PHATRDRAFT_45239,PHATRDRAFT_22357,PHATRDRAFT_50097,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_18940,PHATRDRAFT_39772,PHATRDRAFT_50804,PHATRDRAFT_51830,,,,
14,0.359606707775731,0.0491492940973205,PHATRDRAFT_54082,Phatr3_EG02232,PHATRDRAFT_draft1186,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_38509,PHATRDRAFT_22357,PHATRDRAFT_19708,Phatr3_EG02361,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_54151,PHATRDRAFT_51970,PHATRDRAFT_43697,,,,
15,0.359606707775736,0.197333353796296,PHATRDRAFT_55192,PHATRDRAFT_30519,PHATRDRAFT_draft1186,PHATRDRAFT_49372,PHATRDRAFT_8691,PHATRDRAFT_38509,PHATRDRAFT_45239,PHATRDRAFT_draft1572,PHATRDRAFT_22357,PHATRDRAFT_50742,PHATRDRAFT_50097,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_draft765,,,
15,0.359606707775785,0.165164951516442,PHATRDRAFT_54082,Phatr3_EG02215,Phatr3_EG02232,PHATRDRAFT_49601,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_22357,Phatr3_EG02361,PHATRDRAFT_39711,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_50971,PHATRDRAFT_42245,PHATRDRAFT_39772,PHATRDRAFT_43697,,,
16,0.359606707775733,0.16516495151645,PHATRDRAFT_45947,PHATRDRAFT_30519,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_19244,PHATRDRAFT_38509,PHATRDRAFT_45239,PHATRDRAFT_draft348,PHATRDRAFT_22357,PHATRDRAFT_39711,Phatr3_EG02042,PHATRDRAFT_36906,PHATRDRAFT_23913,PHATRDRAFT_16375,PHATRDRAFT_50804,PHATRDRAFT_43697,,
18,0.359606707775787,0.00677750762099549,PHATRDRAFT_draft976,PHATRDRAFT_52208,PHATRDRAFT_12757,PHATRDRAFT_draft1023,PHATRDRAFT_draft1645,PHATRDRAFT_45239,PHATRDRAFT_29702,PHATRDRAFT_22357,PHATRDRAFT_42458,PHATRDRAFT_39711,PHATRDRAFT_43194,PHATRDRAFT_41886,PHATRDRAFT_18064,PHATRDRAFT_47536,PHATRDRAFT_16375,PHATRDRAFT_36390,PHATRDRAFT_45141,PHATRDRAFT_51830
