Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,
17,0.600891261991436,1.15199597891454,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b3617,b2407,b1982,b4381,b0114,b0529,b2492,b0904,b1601,b1511,,,,,,,,
18,0.600891261991436,1.15199597891496,b1241,b0351,b4069,b4384,b3115,b1849,b2296,b3617,b0030,b2407,b1982,b4381,b0114,b0529,b2492,b0904,b1601,b1517,,,,,,,
21,0.601905365724367,1.13819070752476,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b0160,b1982,b3616,b3589,b0675,b2361,b4381,b2406,b0114,b0529,b2492,b0904,b1601,b1518,,,,
24,0.788070830652793,0.00254783297928589,b3399,b2502,b2744,b3708,b3008,b0871,b1982,b2797,b3117,b1814,b4471,b4374,b0675,b2361,b2291,b0114,b1539,b2492,b0904,b1533,b3927,b3821,b1601,b1518,
25,0.78159363271332,0.179870226952832,b3399,b4382,b4384,b2744,b3708,b3008,b0871,b2407,b1982,b2797,b3117,b1814,b4471,b2440,b0675,b2361,b0114,b2366,b0529,b2492,b0904,b1533,b3927,b1601,b1511
25,0.706021927490619,0.144004939144914,b3399,b2744,b3708,b3008,b0871,b0160,b1779,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b4381,b2406,b0114,b1539,b2492,b0904,b1533,b3927,b3821,b1601,b1518
