Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.653452742605125,0.0170982444373842,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3236,b2883,b1779,b3616,b3589,b2210,b0261,b0411,b4381,b0511,b0114,b0529,b2492,b0904,b0516,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.653423068440468,0.0170974679884733,b0238,b0125,b3831,b2744,b2930,b4232,b3697,b3925,b0871,b2883,b2690,b0477,b2498,b2361,b2291,b0411,b3945,b0114,b0529,b2492,b0904,b2954,b0516,,,,,,,,,,,,,,,,,,,,,,,,
21,0.794652049378341,0.173888163734003,b2744,b3708,b3008,b0871,b2883,b1779,b2797,b3117,b1814,b4471,b0261,b0411,b4381,b2868,b0114,b2366,b0529,b2492,b0904,b3825,b0494,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.774520677507076,0.0202661080139285,b0238,b0125,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b0477,b4374,b2361,b2291,b0411,b2868,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.653452742605189,0.0170982444815886,b2836,b2744,b3708,b3008,b0871,b2883,b2797,b3117,b1814,b4471,b0411,b4381,b2868,b0114,b2366,b2492,b0904,b1533,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.653423068440483,0.0170974680705997,b3399,b4069,b2744,b3708,b3115,b1849,b2296,b2883,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0411,b4381,b2943,b0114,b1539,b2492,b0904,b1533,b2835,b0494,b1518,,,,,,,,,,,,,,,,,,,,,
39,0.653423068440483,0.0170974680705997,b3553,b3399,b4269,b0493,b3588,b3003,b3011,b2744,b3926,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b2883,b1638,b1779,b3908,b1656,b1982,b4139,b1033,b0675,b2361,b0411,b1602,b2913,b4381,b2868,b0114,b0529,b2492,b0904,b1380,b1771,b1517,b2285,,,,,,,,
24,0.774520677507076,0.0202661080150441,b3399,b2744,b3708,b3008,b0871,b2883,b1779,b1982,b2797,b3117,b1814,b4471,b3449,b0675,b2361,b0411,b4381,b0114,b2366,b2492,b0904,b1533,b0494,b1511,,,,,,,,,,,,,,,,,,,,,,,
22,0.653452742605119,0.017098244511133,b3399,b0474,b1241,b0351,b4069,b2744,b0512,b3115,b1849,b2296,b3236,b2883,b3616,b3589,b0411,b4381,b0511,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.643912365317795,1.21762379478134,b0238,b0125,b4069,b2744,b3708,b3115,b1849,b2296,b2883,b0477,b2797,b3117,b1814,b4471,b3449,b4374,b2361,b2291,b0411,b2868,b0114,b2366,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,
26,0.643912365317795,1.21762379478134,b3399,b4269,b3942,b1732,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b1479,b0512,b0871,b3617,b3236,b2883,b2463,b2210,b0411,b4381,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,
23,0.67409307365543,0.861857879398745,b3399,b4269,b0493,b3588,b3003,b3011,b0474,b1241,b0351,b2744,b0512,b0871,b3617,b3236,b2883,b0261,b0411,b4381,b0511,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,
20,0.674122160469974,0.861794399393348,b3399,b0474,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b3236,b2883,b0261,b0411,b4381,b0511,b0114,b0529,b2492,b0904,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.792572700859851,0.0207384572601278,b2066,b0238,b0125,b4069,b4384,b3708,b2297,b2458,b2883,b0477,b2797,b3117,b1814,b4471,b2498,b2440,b1623,b0411,b0114,b1539,b2492,b0904,b2954,,,,,,,,,,,,,,,,,,,,,,,,
20,0.668755661778307,0.0174986607433114,b2744,b2930,b4232,b3697,b3925,b0871,b3236,b2883,b3946,b0825,b0411,b2913,b4381,b2868,b0114,b0755,b3612,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.668755661778307,0.0174986607433114,b0238,b0125,b1241,b0351,b3831,b4384,b0871,b3617,b3236,b2883,b0477,b2498,b2210,b0411,b2868,b0114,b0529,b2492,b0904,b3437,b4268,b2285,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.775330548902229,0.0202872991081484,b3553,b1478,b3399,b1241,b4069,b4384,b2744,b3115,b1849,b2296,b0030,b3844,b1004,b3713,b1109,b0046,b3236,b2883,b1638,b1779,b0937,b1982,b4139,b1033,b1623,b0261,b0411,b2799,b3945,b1602,b0507,b2913,b4381,b0529,b2492,b0904,b2954,b3029,b1380,b2285,b1009,,,,,,
19,0.770466917620064,0.0201600372824751,b4382,b0238,b0125,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b2883,b0477,b0261,b0411,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.70528537792503,0.018454497156755,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b1982,b0675,b2361,b0411,b4381,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.668787618790509,0.0174994967346438,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b2883,b3616,b3589,b0261,b0411,b4381,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.668755661778282,0.0174986606439973,b4382,b0238,b0125,b4384,b0871,b2925,b2097,b2883,b0477,b3946,b0825,b0411,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.648762877172843,0.0169755294393735,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b2883,b1982,b0675,b2361,b0261,b0411,b4381,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.635977694756485,0.0166409923288431,b4467,b1478,b3399,b1241,b4069,b4384,b2744,b3752,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b2883,b1638,b1779,b1982,b4139,b1623,b0411,b1602,b2913,b4381,b0114,b0529,b2492,b0904,b3029,b1380,b1517,b2285,,,,,,,,,,,,,
20,0.67409459784251,0.861859828206433,b4069,b2744,b3708,b2297,b2458,b2883,b2797,b3117,b1814,b4471,b2440,b0261,b0411,b4381,b2868,b0114,b1539,b2492,b0904,b1533,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.78010065201306,0.216404685519036,b3399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b1982,b0675,b2361,b0411,b4381,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.786322809916168,0.200378484370809,b2066,b0238,b0125,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b3236,b2883,b1779,b0477,b2498,b2210,b0411,b0511,b0114,b0529,b2492,b0904,b0515,b1511,,,,,,,,,,,,,,,,,,,,,,,
22,0.705285377925099,0.0184544972100527,b1478,b0469,b2066,b0238,b0125,b0474,b1241,b0871,b2925,b2097,b2883,b2690,b0477,b2498,b0675,b0411,b0822,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.652421113914403,0.0170712508672627,b4069,b2744,b3708,b2297,b2458,b2883,b2797,b3117,b1814,b4471,b0411,b4381,b0452,b2868,b0114,b1539,b2492,b0904,b1533,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.651713011360782,1.23237464093945,b3399,b4069,b2744,b3708,b3115,b1849,b2296,b2926,b2883,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b0411,b4381,b2239,b3453,b0114,b2366,b2492,b0904,b1533,b2835,,,,,,,,,,,,,,,,,,,,
16,0.567235048679779,1.08734392574518,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b0411,b4381,b2868,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.660407124427723,1.0564271908655,b3399,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b3617,b2883,b1982,b1623,b0411,b4381,b0511,b0114,b0529,b2492,b0904,b0516,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.794638855912982,0.173525689915322,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b2883,b0411,b4381,b2868,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.566841519322223,0.0913350605859867,b3399,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b3236,b2883,b3616,b3589,b1623,b0411,b4381,b0511,b0114,b0529,b2492,b0904,b0515,b1511,,,,,,,,,,,,,,,,,,,,,,,,
17,0.652421113914403,0.0170712508729641,b1241,b0351,b4069,b2744,b2297,b2458,b2883,b3616,b3589,b0261,b0411,b4381,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.648733275025612,0.0169747548817851,b3553,b0474,b1241,b0351,b2744,b3708,b3008,b0871,b3236,b2883,b3962,b2797,b3117,b1814,b4471,b4267,b1033,b0411,b4381,b2868,b0114,b2366,b2492,b0904,b1533,b3927,b3821,b0325,b4266,,,,,,,,,,,,,,,,,,
20,0.786324780178132,0.200061468228275,b2744,b3708,b3008,b0871,b2883,b1779,b2797,b3117,b1814,b4471,b2440,b0261,b0411,b4381,b2868,b0114,b0529,b1539,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.794654790932873,0.173880138770399,b1241,b0351,b4069,b2744,b2297,b2458,b3617,b2883,b0261,b0411,b4381,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.664355793029774,0.0173835336688163,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b2883,b0411,b4381,b2868,b0114,b0529,b2492,b0904,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.648733275025682,0.0169747548499025,b3399,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b3617,b2883,b1982,b1623,b0411,b4381,b0511,b0114,b0529,b2492,b0904,b0516,b1517,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.58959031817858,0.753817360266304,b1241,b0351,b2744,b0871,b2925,b2097,b2883,b3616,b3589,b3946,b0825,b0411,b4381,b2868,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.786324883876461,0.200379012861233,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2744,b0871,b3617,b2883,b0411,b4381,b2868,b0114,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.779691824219649,0.196358524657588,b4467,b3399,b4069,b2744,b3926,b2297,b2458,b3844,b1004,b3713,b1109,b0046,b3236,b2883,b1638,b1779,b1982,b4139,b0675,b2361,b0411,b3945,b1602,b4381,b0114,b0529,b2492,b0904,b3029,b1380,b2660,b0516,b1517,b2285,,,,,,,,,,,,,
