Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.42685713091916,4.00445244175005,b4467,b1478,b1241,b0351,b0871,b2925,b2097,b3844,b1004,b3713,b1109,b0046,b3236,b2690,b1493,b3517,b4015,b3945,b1602,b2492,b0904,b1380,b2660,b0606,b2285,,,,,,,,,,,,,,,,,,
25,0.471012755474211,1.38027227308789,b4467,b1478,b1241,b0351,b0871,b2925,b2097,b2926,b1004,b3713,b1109,b0046,b3236,b2690,b4015,b3945,b1602,b4381,b2492,b0904,b1380,b2660,b0606,b2285,b4209,,,,,,,,,,,,,,,,,,
25,0.502071349470717,0.445155788212977,b3553,b1478,b1241,b4069,b2297,b2458,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b0937,b1033,b3945,b1602,b2913,b2492,b0904,b1380,b1518,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,
25,0.499558619991902,0.0961635356837485,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b0937,b2210,b3945,b1602,b2913,b2492,b0904,b1380,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,
25,0.509556867438458,0.0604803237967637,b4467,b1478,b1241,b0351,b0871,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b3945,b1602,b2913,b4381,b0529,b2492,b0904,b1380,b1511,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,
25,0.509556867438458,0.0604803237967637,b4467,b1478,b1241,b0351,b0871,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b3945,b1602,b2913,b4381,b0529,b2492,b0904,b1380,b1517,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,
25,0.509556867438533,0.0604803237422076,b4467,b1241,b0351,b0871,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b3945,b1602,b2913,b4381,b1727,b0529,b2492,b0904,b1380,b1518,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,
25,0.509574913048484,0.060254175871452,b4467,b1478,b1241,b0351,b0871,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b0937,b0261,b3945,b1602,b4381,b0529,b2492,b0904,b1380,b2660,b0606,b2285,b1007,,,,,,,,,,,,,,,,,,
25,0.509597303163555,0.0563928020359331,b4467,b1478,b1241,b0351,b0871,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b3945,b1602,b4381,b3915,b0529,b2492,b0904,b1380,b2660,b1518,b0606,b2285,b1011,,,,,,,,,,,,,,,,,,
26,0.429928292802606,3.16574898737815,b4467,b1478,b1241,b0351,b0871,b2925,b2097,b3844,b1004,b3713,b1109,b0046,b3236,b2690,b2210,b1493,b3517,b4015,b3945,b1602,b2913,b1380,b0606,b2285,b3893,b1474,,,,,,,,,,,,,,,,,
26,0.451530743346031,2.26151711537035,b3553,b1478,b1241,b0351,b0871,b2925,b2097,b1004,b3713,b1109,b0046,b3236,b2690,b1033,b1493,b3517,b3945,b1602,b0507,b2492,b0904,b1380,b2660,b0606,b2285,b4209,,,,,,,,,,,,,,,,,
26,0.545457164469193,1.01243558848403,b4467,b1478,b1241,b0351,b2930,b4232,b3697,b3925,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b2690,b1493,b3517,b4015,b3945,b1602,b1380,b2660,b1695,b0606,b2285,,,,,,,,,,,,,,,,,
26,0.495375877929468,0.439219325358056,b4467,b1478,b1241,b4069,b2297,b2458,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b3945,b1602,b0153,b4381,b2492,b0904,b0591,b1380,b2660,b1511,b0606,b2285,b1011,,,,,,,,,,,,,,,,,
26,0.502940625483782,0.132870626478087,b4467,b1241,b0351,b0871,b2779,b1004,b3713,b1109,b0046,b3236,b3945,b1602,b4381,b3915,b0452,b1727,b0529,b2492,b0904,b1380,b2660,b1511,b0606,b2285,b1010,b4209,,,,,,,,,,,,,,,,,
26,0.502958205508606,0.132649945621515,b4467,b1478,b1241,b0351,b0871,b2779,b1004,b3713,b1109,b0046,b3236,b0261,b3945,b1602,b2913,b4381,b3915,b0452,b0529,b2492,b0904,b1380,b0606,b2285,b1010,b4209,,,,,,,,,,,,,,,,,
26,0.509556867438533,0.0604803237240044,b4467,b1241,b0351,b0871,b2779,b3844,b1004,b3713,b1109,b0046,b3236,b3945,b1602,b0153,b2913,b4381,b0590,b1727,b0529,b2492,b0904,b1380,b1517,b0606,b2285,b1011,,,,,,,,,,,,,,,,,
26,0.509615351637749,0.0561664915778046,b3553,b1241,b0351,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1033,b0261,b3945,b1602,b4381,b3915,b1727,b0529,b2492,b0904,b1380,b2660,b0606,b2285,b1009,,,,,,,,,,,,,,,,,
27,0.502110605854332,0.44115839518513,b4467,b1478,b1241,b4069,b3115,b1849,b2296,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b3945,b1602,b3915,b2975,b3603,b2492,b0904,b1380,b2660,b1511,b0606,b2285,b1010,,,,,,,,,,,,,,,,
27,0.503296693683295,0.239580298707846,b4467,b1478,b1241,b4069,b2297,b2458,b1004,b3713,b1109,b0046,b3236,b1779,b3945,b1602,b3915,b2975,b3603,b2492,b0904,b1380,b2660,b1695,b1517,b0606,b2285,b1009,b4209,,,,,,,,,,,,,,,,
27,0.492375211629906,0.166419128714601,b4467,b2836,b1478,b0474,b1241,b0351,b4069,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1779,b3945,b1602,b3915,b2492,b0904,b1380,b2660,b0606,b2285,b1011,b4209,,,,,,,,,,,,,,,,
27,0.529741828574841,0.0977196209829139,b3553,b1478,b1241,b0351,b4069,b3115,b1849,b2296,b2926,b3844,b1004,b3713,b1109,b0046,b3236,b2210,b1033,b4015,b3945,b1602,b3915,b1380,b2660,b0606,b2285,b1007,b3924,,,,,,,,,,,,,,,,
27,0.496873001556939,0.0931957360823633,b3553,b1478,b1241,b4069,b3115,b1849,b2296,b2779,b1004,b3713,b1109,b0046,b3236,b1033,b4015,b3945,b1602,b3915,b2492,b0904,b1380,b2660,b0606,b0221,b2285,b1009,b4209,,,,,,,,,,,,,,,,
27,0.509615351637742,0.056166491542761,b3553,b1478,b1241,b0351,b3831,b3752,b0871,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b1033,b0261,b3945,b1602,b2913,b4381,b3915,b0529,b2492,b0904,b1380,b0606,b2285,,,,,,,,,,,,,,,,
28,0.447372562646429,2.05182353592363,b3553,b1478,b1241,b0351,b0871,b2925,b2097,b3844,b1004,b3713,b1109,b0046,b3236,b3946,b0825,b1033,b3945,b1602,b0507,b4381,b0755,b3612,b2492,b0904,b1380,b2660,b0606,b2285,,,,,,,,,,,,,,,
28,0.452539119320034,1.89866988155634,b4467,b1478,b1241,b4069,b2930,b4232,b3697,b3925,b3115,b1849,b2296,b2926,b1004,b3713,b1109,b0046,b3236,b2690,b4015,b3945,b1602,b2492,b0904,b1380,b2660,b0606,b2285,b4209,,,,,,,,,,,,,,,
