Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
3,0.810367677803786,0.479580453935267,b0008,b2464,b2029,,,,
5,0.810367677803911,0.479580453933646,b0008,b0767,b2464,b3437,b4268,,
5,0.810367677803854,0.47958045392783,b0008,b0767,b2464,b0837,b0124,,
5,0.810367677803854,0.47958045392783,b0008,b2464,b1852,b0837,b0124,,
5,0.810367677803911,0.479580453933646,b0008,b2464,b1852,b3437,b4268,,
7,0.810367677804249,0.479580453946437,b0008,b2464,b1852,b4265,b4321,b3415,b4476
7,0.810367677804249,0.479580453946437,b0008,b0767,b2464,b4265,b4321,b3415,b4476
