Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.572962907578177,1.09806822885539,b1241,b0351,b4069,b4384,b3752,b2297,b2458,b3617,b2407,b1982,b0261,b4381,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.572962907578177,1.0980682288566,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b0030,b2407,b1982,b0261,b2406,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.572962907578171,1.09806822885575,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b3617,b1238,b1982,b0675,b2361,b0261,b4381,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.57296290757815,1.0980682288548,b1241,b0351,b4069,b4384,b2744,b3752,b2297,b2458,b2407,b1982,b3616,b3589,b0261,b0411,b4381,b0112,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.572962907578177,1.09806822885605,b3399,b4382,b1241,b0351,b4069,b2502,b4384,b2744,b2297,b2458,b1982,b3616,b3589,b0675,b2361,b2291,b0261,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.569280394203861,1.09177533313402,b4382,b1241,b0351,b4069,b4384,b2297,b2458,b3617,b0030,b2407,b3236,b3665,b2406,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.572947345316477,1.0980384041893,b1241,b0351,b4069,b4384,b2744,b2297,b2458,b3617,b0030,b2883,b1982,b0261,b0411,b4381,b0112,b2868,b4064,b4464,b0114,b0529,b2492,b0904,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.572889685683855,1.0986972918846,b1241,b0351,b4069,b4384,b3752,b3115,b1849,b2296,b2407,b3616,b3589,b3665,b4381,b2406,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.572920740985658,1.09862851600838,b3399,b1241,b0351,b4069,b2502,b4384,b2744,b2297,b2458,b3617,b2407,b3665,b0675,b2361,b0261,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.57230856593658,1.09758281077213,b4382,b0474,b2518,b1241,b0351,b4069,b4384,b2744,b3752,b2297,b2458,b3617,b2407,b3665,b0411,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.596096538070533,0.968883689098583,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2502,b2744,b0871,b1238,b1982,b3616,b3589,b0675,b2361,b0261,b4381,b0112,b0114,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.572890786564845,1.09869940317083,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b1238,b2883,b1623,b3665,b0411,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.572889685683848,1.09869729188421,b3399,b4382,b1241,b0351,b4069,b2502,b4384,b2744,b3115,b1849,b2296,b3617,b3665,b0675,b2361,b2291,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.572889685683842,1.09869729188403,b3399,b1241,b0351,b4069,b4384,b2744,b3115,b1849,b2296,b3617,b2407,b1623,b3665,b0411,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b1511,b3662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.523408987794031,0.989754619159469,b3399,b1241,b0351,b4069,b2744,b3115,b1849,b2296,b3617,b0160,b3236,b1982,b2210,b0675,b2361,b4388,b4381,b0112,b2868,b0114,b0755,b3612,b0529,b2492,b0904,b1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.596016590445857,0.969554194066735,b4382,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b3617,b0030,b2407,b3665,b0411,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.596016590445861,0.969554194069815,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b3752,b0871,b3617,b2407,b3665,b0411,b4381,b0112,b3654,b3714,b3664,b0114,b0529,b2492,b0904,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.487033019685602,0.920968481998671,b3399,b1241,b0351,b4069,b2502,b2744,b2297,b2458,b3236,b0907,b1779,b1982,b3616,b3589,b2210,b1623,b3665,b0675,b2361,b4381,b0112,b0114,b0529,b2492,b0904,b0516,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.509293101225589,0.814468912223955,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b2502,b2744,b0512,b0871,b1779,b1982,b3616,b3589,b0675,b2361,b0261,b4381,b0112,b0114,b0755,b3612,b0529,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.781799384577297,0.179450582338357,b3399,b4382,b4384,b2744,b3708,b3008,b0871,b0160,b1982,b2797,b3117,b1814,b4471,b2440,b0675,b2361,b2291,b0261,b0114,b0886,b1539,b2492,b0904,b2578,b1533,b3927,b0494,b4141,b1798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.687595613533305,0.15782748835531,b3399,b0474,b2518,b2502,b2744,b3708,b3008,b0871,b3115,b1849,b2296,b2779,b1238,b1982,b2797,b3117,b1814,b4471,b0675,b2361,b0261,b4381,b0114,b0529,b1539,b2492,b0904,b2947,b2578,b1533,b3927,b3821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.631398458095245,0.145533008993652,b3399,b2744,b3708,b3008,b0871,b2925,b2097,b2926,b0160,b2690,b2797,b3117,b1814,b4471,b1623,b3665,b4374,b0675,b2361,b2291,b3945,b2406,b0452,b3654,b3714,b3664,b0114,b2366,b2492,b0904,b2578,b1533,b3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.630196462120245,0.144652354981289,b3399,b1241,b0351,b2744,b3708,b3008,b2930,b4232,b3697,b3925,b0871,b3617,b0160,b1779,b1982,b2797,b3117,b1814,b4471,b3946,b0825,b2440,b4374,b0675,b2361,b2291,b0261,b0114,b1539,b2492,b0904,b1533,b3927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.778419010126651,0.118472794567424,b2744,b3708,b3008,b0871,b2925,b2097,b2883,b2690,b2797,b3117,b1814,b4471,b3945,b4381,b2406,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0886,b2366,b2492,b0904,b2578,b1533,b3927,b3825,b0494,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.658345404890036,0.279265292897083,b3942,b1732,b0474,b2518,b4069,b4384,b2744,b3708,b3008,b0512,b3115,b1849,b2296,b2926,b0030,b2407,b3236,b1982,b2797,b3117,b1814,b4471,b2210,b0411,b4381,b0511,b0114,b2366,b2492,b0904,b1533,b3927,b3821,b3662,b1517,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.680148287959275,0.156522978947123,b1241,b0351,b4384,b2744,b3708,b3008,b0871,b2779,b3617,b0030,b2407,b3236,b1982,b2797,b3117,b1814,b4471,b2210,b0411,b4381,b2239,b3453,b2868,b0114,b0886,b2366,b0529,b2492,b0904,b2578,b1533,b3927,b2835,b3662,b1518,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.489103290965627,0.112774371783618,b2836,b0238,b0125,b0474,b2518,b2744,b3708,b3008,b0871,b2926,b2883,b0477,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b2406,b3654,b2868,b3714,b3664,b4064,b4464,b0114,b0529,b1539,b2492,b0904,b2578,b1533,b3927,b3447,b3662,b2285,,,,,,,,,,,,,,,,,,,,,,,,
42,0.422053069175519,0.442830108697884,b4467,b1478,b4382,b1241,b4069,b4384,b3752,b2297,b2458,b2779,b2407,b3844,b1004,b3713,b1109,b0046,b3236,b1638,b3908,b1656,b0937,b1982,b0477,b4139,b0261,b2799,b3945,b1602,b0507,b2913,b2406,b2975,b3603,b0529,b2492,b0904,b2954,b1298,b1380,b3662,b2285,b1010,,,,,,,,,,,,,,,,,,,,
44,0.414250944913013,0.464779721722082,b4467,b1478,b3399,b4382,b1241,b4069,b4384,b2744,b3115,b1849,b2296,b2926,b0160,b2407,b1004,b3713,b1109,b0046,b3236,b1638,b1982,b4139,b0675,b2361,b0261,b2799,b3945,b1602,b0507,b2342,b3845,b2913,b3915,b2975,b3603,b0529,b2492,b0904,b2954,b1298,b3029,b1380,b2285,b1009,,,,,,,,,,,,,,,,,,
45,0.413125850464066,0.174999008587176,b4467,b4069,b4384,b2744,b3708,b2297,b2458,b2925,b2097,b2926,b0030,b2407,b1004,b3713,b1109,b0046,b3236,b1638,b2690,b1982,b4139,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b0261,b1602,b2913,b2406,b1727,b0114,b1539,b2492,b0904,b1533,b3927,b3029,b3821,b1380,b1771,b3662,b2285,,,,,,,,,,,,,,,,,
