Deletion size,Max growth rate,Min production rate,Deleted genes,,
3,0.359606707775731,0.883911093614496,PHATRDRAFT_14792,PHATRDRAFT_30145,PHATRDRAFT_48983
3,0.359606707775807,0.883911093614736,PHATRDRAFT_14792,PHATRDRAFT_26290,PHATRDRAFT_48983
3,0.359606707775731,0.391674443654318,PHATRDRAFT_50742,PHATRDRAFT_8982,PHATRDRAFT_48078
