Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,
10,0.0253232513028813,0.00183985575874011,LLMG_RS05055,LLMG_RS01925,LLMG_RS01930,LLMG_RS06750,LLMG_RS11565,LLMG_RS11585,LLMG_RS04645,LLMG_RS05395,LLMG_RS03310,LLMG_RS06770,
10,0.0253232513028813,0.00167946841429166,LLMG_RS01925,LLMG_RS01930,LLMG_RS03940,LLMG_RS11565,LLMG_RS11585,LLMG_RS00495,LLMG_RS04645,LLMG_RS03310,LLMG_RS06780,LLMG_RS06545,
10,0.0253232513028813,0.00183985575872958,LLMG_RS01925,LLMG_RS01930,LLMG_RS03940,LLMG_RS11565,LLMG_RS11585,LLMG_RS04455,LLMG_RS10105,LLMG_RS04645,LLMG_RS06780,LLMG_RS06535,
10,0.0253232513028813,0.00167946841427442,LLMG_RS01925,LLMG_RS01930,LLMG_RS06565,LLMG_RS11565,LLMG_RS11585,LLMG_RS10105,LLMG_RS00495,LLMG_RS04645,LLMG_RS06770,LLMG_RS08060,
10,0.0253232513028813,0.00183985575872925,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS06560,LLMG_RS04455,LLMG_RS04645,LLMG_RS05395,LLMG_RS03310,LLMG_RS06770,
10,0.0253232513028813,0.00167946841423232,LLMG_RS05055,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS09120,LLMG_RS04645,LLMG_RS03310,LLMG_RS06780,LLMG_RS05390,
10,0.0253232513028813,0.00167946841428803,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS01210,LLMG_RS04455,LLMG_RS10105,LLMG_RS04645,LLMG_RS06760,LLMG_RS08650,
10,0.0253232513028813,0.00167946841424369,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS01210,LLMG_RS00495,LLMG_RS04645,LLMG_RS03310,LLMG_RS06770,LLMG_RS05390,
10,0.0253232513028813,0.00183985575869201,LLMG_RS06775,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS09120,LLMG_RS10105,LLMG_RS04645,LLMG_RS05395,LLMG_RS06545,
10,0.0253232513028813,0.00167946841423232,LLMG_RS06775,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS04455,LLMG_RS10105,LLMG_RS04645,LLMG_RS05390,LLMG_RS06545,
10,0.0253232513028813,0.00167946841429166,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS01210,LLMG_RS09120,LLMG_RS04645,LLMG_RS03310,LLMG_RS06760,LLMG_RS08060,
10,0.0253232513028813,0.00167946841424049,LLMG_RS01925,LLMG_RS01930,LLMG_RS06750,LLMG_RS11565,LLMG_RS11585,LLMG_RS06540,LLMG_RS04645,LLMG_RS03310,LLMG_RS06770,LLMG_RS08650,
10,0.0253232513028813,0.00183985575872567,LLMG_RS01925,LLMG_RS01930,LLMG_RS03940,LLMG_RS06750,LLMG_RS11565,LLMG_RS11585,LLMG_RS10105,LLMG_RS06570,LLMG_RS04645,LLMG_RS06770,
11,0.0253232513028813,0.00183985575876312,LLMG_RS06775,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS05855,LLMG_RS11585,LLMG_RS06540,LLMG_RS04455,LLMG_RS04645,LLMG_RS03310,LLMG_RS09630
10,0.0253232513028813,0.00110349612803793,LLMG_RS06775,LLMG_RS01925,LLMG_RS01930,LLMG_RS11565,LLMG_RS11585,LLMG_RS06540,LLMG_RS04455,LLMG_RS10105,LLMG_RS04645,LLMG_RS05390,
