Deletion size,Max growth rate,Min production rate,Deleted genes,,
1,0.348719504747449,0.0532845381231073,Phatr3_EG02584,,
3,0.353897749137529,0.0279409893803436,PHATRDRAFT_54015,PHATRDRAFT_22803,PHATRDRAFT_28181
3,0.353897749137418,0.0279409893793935,PHATRDRAFT_54015,PHATRDRAFT_41969,PHATRDRAFT_21970
