Deletion size,Max growth rate,Min production rate,Deleted genes,,,
1,0.0525498010085008,0.080304659552754,Rv2443,,,
4,0.0487636186711521,0.2401111532886,Rv2443,Rv2332,Rv0211,Rv2920c
