Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.825158307267609,0.00113389722948631,b0871,b2925,b2097,b2690,b1525,b2661,b0726,b3945,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.825158307267613,0.00113389721892654,b0871,b2925,b2097,b1525,b3946,b0825,b2661,b0726,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.825158307267613,0.00113389721892654,b0871,b2925,b2097,b1302,b2662,b3946,b0825,b0726,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.474566113600108,4.25205950316731,b0871,b2779,b2925,b2097,b2690,b0726,b3945,b4381,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.398885761285846,2.66482353060724,b0871,b2925,b2097,b2926,b2690,b0726,b3945,b4381,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.714425135826847,1.34712815992344,b0871,b2779,b2925,b2097,b3236,b3946,b2210,b0825,b4381,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.66071189339092,1.13202822400154,b0871,b2925,b2097,b3236,b1779,b3946,b2210,b0825,b4381,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.664709902316422,1.10473034408267,b0871,b2925,b2097,b3236,b1779,b2690,b0726,b3945,b4381,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.825158307267616,0.00113389723878932,b0871,b2925,b2097,b3946,b0825,b1493,b3517,b0726,b1444,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.803347666366532,0.270129014867873,b0871,b2925,b2097,b0517,b2690,b1493,b3517,b0726,b3945,b4381,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.541192704867737,0.21818670969744,b0871,b2925,b2097,b2690,b1493,b3517,b0726,b3945,b4381,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.825158307267561,0.00113389719226098,b2930,b4232,b3697,b3925,b0871,b2690,b1302,b2662,b0726,b3945,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.825158307267613,0.00113389718942614,b2930,b4232,b3697,b3925,b0871,b1302,b2662,b3946,b0825,b0726,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.474566113600111,4.2520595031717,b0871,b2925,b2097,b3124,b2690,b0726,b3945,b4381,b0114,b0755,b3612,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.64422459793191,1.22854895283543,b0474,b2518,b0871,b2925,b2097,b2926,b3236,b2690,b2210,b0726,b3945,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.660711893390916,1.13202822399441,b2930,b4232,b3697,b3925,b0871,b3236,b1779,b3946,b2210,b0825,b4381,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.767061026722056,0.48633423438708,b4069,b2297,b2458,b2925,b2097,b3236,b3946,b2210,b0825,b4381,b2943,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.587540162409599,0.374306855182098,b4069,b3708,b2297,b2458,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.80191898587204,0.28743270229074,b0474,b2518,b0512,b0871,b2925,b2097,b2690,b1493,b3517,b0726,b3945,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.803171221232215,0.269457894690773,b3708,b3008,b0871,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b3825,b0515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.474563967965046,4.2520854910858,b2066,b4384,b0871,b2779,b2925,b2097,b2407,b2498,b3946,b0825,b0726,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.39888387904953,2.66483454969816,b3831,b4384,b0871,b2925,b2097,b2926,b2407,b2690,b2498,b0726,b3945,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.782800702213721,0.394910674033369,b4069,b3708,b0910,b2297,b2458,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.587540162409653,0.37430685518362,b4069,b3708,b3115,b1849,b2296,b2797,b3117,b1814,b4471,b4381,b0114,b2366,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.541192704867737,0.218186709695664,b2930,b4232,b3697,b3925,b0871,b2690,b1302,b2662,b0726,b3945,b4381,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.474567979888,4.25219564170281,b2930,b4232,b3697,b3925,b0871,b2690,b0726,b3945,b4381,b0114,b0755,b3612,b2492,b0904,b1813,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.71345005832471,1.35893796359307,b1241,b0351,b0871,b2779,b2925,b2097,b2690,b3616,b3589,b0726,b3945,b4381,b2868,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.714425135826844,1.34712815992936,b2930,b4232,b3697,b3925,b0871,b3124,b3236,b3946,b2210,b0825,b4381,b0114,b0755,b3612,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.778447208111574,0.442646209693021,b3831,b4384,b0871,b2925,b2097,b2407,b3236,b2388,b0394,b2498,b3946,b2210,b0825,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.784422894948495,0.156631086096409,b4069,b3708,b2297,b2458,b0517,b2797,b3117,b1814,b4471,b3449,b0505,b4381,b0114,b2366,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.784422894948509,0.156631086094552,b4069,b3708,b0512,b3115,b1849,b2296,b2797,b3117,b1814,b4471,b3449,b4381,b0114,b2366,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.39494485254258,2.68789459068366,b0474,b2518,b1241,b0351,b2930,b4232,b3697,b3925,b0871,b2926,b3946,b0825,b0726,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.397445475098481,2.67325532421215,b0910,b2930,b4232,b3697,b3925,b0871,b2926,b2690,b0675,b0822,b0726,b4381,b1727,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.783012199222891,0.217942942114111,b4382,b4069,b4384,b3708,b0910,b3115,b1849,b2296,b2407,b2797,b3117,b1814,b4471,b0114,b2366,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.541191964035206,0.212904377447233,b4382,b0238,b0125,b4384,b0871,b2925,b2097,b0477,b3946,b0825,b1493,b3517,b0726,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.386122382345117,2.7395435258113,b1241,b0351,b0871,b3115,b1849,b2296,b2925,b2097,b1779,b3616,b3589,b3946,b0825,b4381,b0114,b2492,b0904,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.572351814762343,1.64931010385004,b1241,b0351,b4069,b2297,b2458,b2925,b2097,b2926,b2407,b2690,b3616,b3589,b3945,b4381,b2868,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.791503035386211,0.183186123606269,b4069,b1278,b0512,b2297,b2458,b2925,b2097,b2690,b1302,b2662,b0675,b0822,b0726,b4381,b1727,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.655325126219917,1.1635636989831,b3399,b0474,b2518,b3831,b2744,b0871,b2925,b2097,b2926,b0160,b3236,b2690,b2210,b2361,b2291,b3945,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.66071189339092,1.13202822401326,b3399,b2744,b2930,b4232,b3697,b3925,b0871,b0160,b3236,b1779,b2690,b2210,b4374,b2361,b2291,b3945,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.524149665173289,1.93140981382643,b4467,b2066,b4384,b0871,b2925,b2097,b2407,b1004,b3713,b1109,b0046,b2690,b2210,b3945,b0114,b2492,b0904,b1380,b2285,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.714422455164168,1.34716062714517,b4382,b0238,b0125,b4384,b0871,b2779,b2925,b2097,b3236,b2690,b0477,b2210,b0675,b0822,b2868,b1727,b0114,b2492,b0904,b1912,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.409711715369761,2.60137717811461,b4467,b2930,b4232,b3697,b3925,b0871,b2926,b1004,b3713,b1109,b0046,b3236,b2690,b0675,b0822,b4381,b1727,b0114,b2492,b0904,b1380,b2285,,,,,,,,,,,,,,,,,,,,,,,,
22,0.572351814762333,1.64931010380241,b1241,b0351,b4069,b3115,b1849,b2296,b2925,b2097,b2926,b2407,b2690,b3616,b3589,b0675,b0822,b4381,b2868,b1727,b0114,b2492,b0904,b4042,,,,,,,,,,,,,,,,,,,,,,,,
23,0.803232353310354,0.263632974666382,b3399,b2744,b3708,b3008,b2930,b4232,b3697,b3925,b0871,b0160,b2690,b2797,b3117,b1814,b4471,b4374,b2361,b2291,b3945,b0114,b2366,b2492,b0904,,,,,,,,,,,,,,,,,,,,,,,
24,0.506041066164618,2.03750972094416,b1478,b1241,b0351,b2930,b4232,b3697,b3925,b0871,b3115,b1849,b2296,b2690,b3616,b3589,b0675,b0822,b4381,b2943,b0114,b2492,b0904,b3437,b4268,b2285,,,,,,,,,,,,,,,,,,,,,,
27,0.691487353499894,0.195784244461902,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b2930,b4232,b3697,b3925,b0871,b3617,b0160,b3946,b0825,b3665,b0675,b2361,b2291,b4381,b0114,b2492,b0904,,,,,,,,,,,,,,,,,,,
28,0.430882716223938,2.16049130228027,b3553,b1478,b1241,b0351,b0871,b2925,b2097,b3844,b1004,b3713,b1109,b0046,b3236,b1779,b3946,b0825,b1033,b2799,b3945,b1602,b2913,b4381,b2492,b0904,b1380,b0606,b2285,b1010,,,,,,,,,,,,,,,,,,
30,0.56501062498947,1.39465923145226,b3399,b4269,b0493,b3588,b3003,b3011,b1241,b0351,b4384,b2744,b0871,b2925,b2097,b1238,b2690,b1982,b3616,b3589,b1623,b3945,b2913,b4381,b0511,b0114,b0755,b3612,b2492,b0904,b0515,b1517,,,,,,,,,,,,,,,,
35,0.360859041109283,0.622780456833273,b4467,b1478,b1241,b0351,b4069,b0871,b2297,b2458,b2925,b2097,b1004,b3713,b1109,b0046,b3236,b2690,b2799,b3945,b1602,b0507,b4381,b3915,b0452,b2975,b3603,b0755,b3612,b2492,b0904,b1380,b2660,b0606,b2285,b1007,b4209,,,,,,,,,,,
37,0.370567461777611,0.433458503826763,b3553,b1478,b1241,b0351,b4069,b2930,b4232,b3697,b3925,b0871,b2297,b2458,b2779,b1004,b3713,b1109,b0046,b3236,b3946,b0825,b1033,b2799,b3945,b1602,b4381,b3915,b0509,b3125,b2492,b0904,b1380,b2660,b1695,b0606,b2285,b1010,b4209,,,,,,,,,
37,0.388815723576891,0.0114901850587023,b4467,b1241,b0351,b4069,b2930,b4232,b3697,b3925,b0871,b2297,b2458,b2779,b3844,b1004,b3713,b1109,b0046,b3124,b3236,b2690,b2799,b3945,b1602,b4381,b1727,b2975,b3603,b2492,b0904,b3821,b1380,b2660,b0514,b1695,b0606,b2285,b1010,,,,,,,,,
39,0.36796704983173,0.581510103814927,b4467,b1478,b1241,b0351,b4069,b0871,b3115,b1849,b2296,b2779,b2925,b2097,b3844,b1004,b3713,b1109,b0046,b3236,b0207,b3012,b3946,b0825,b4015,b2799,b1602,b0153,b4381,b0590,b2492,b0904,b1781,b3001,b1380,b0325,b2660,b1771,b0606,b2285,b1007,,,,,,,
41,0.367965335048024,0.581507393962439,b4467,b1478,b4382,b0238,b0125,b1241,b0351,b4069,b4384,b0871,b3115,b1849,b2296,b2925,b2097,b3844,b1004,b3713,b1109,b0046,b3236,b2690,b0937,b0477,b2799,b3945,b1602,b2913,b2975,b3603,b0509,b3125,b0755,b3612,b2492,b0904,b1380,b0508,b0606,b2285,b1007,,,,,
46,0.378327370625095,0.216342912780717,b4467,b1478,b3399,b1241,b0351,b4069,b2744,b2930,b4232,b3697,b3925,b0871,b3115,b1849,b2296,b1004,b3713,b1109,b0046,b3236,b1638,b1779,b2690,b1982,b1302,b2662,b4139,b0675,b2361,b4015,b0261,b2799,b3945,b1602,b4381,b2406,b3915,b0452,b2492,b0904,b2954,b3029,b1380,b2660,b2285,b1009
