Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,
6,0.251084278687436,0.0916188120081599,YPO0357,YPO0347,YPO3516,YPO1511,YPO3034,YPO2734
6,0.103296394333315,0.0376920968005666,YPO0357,YPO0347,YPO4120,YPO3516,YPO1511,YPO3034
