Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,
4,0.230915780531195,0.560927636382793,YPO0070,YPO1771,YPO1321,YPO2074,,,
4,0.23091578053096,0.56092763638166,YPO0793,YPO0070,YPO1771,YPO1321,,,
4,0.230915780531125,0.560927636383515,YPO0070,YPO1771,YPO1321,YPO3141,,,
4,0.230915780531195,0.560927636381897,YPO0070,YPO1771,YPO1321,YPO3834,,,
4,0.230915780531154,0.560927636386112,YPO3080,YPO0070,YPO1771,YPO1321,,,
5,0.23091578053096,0.560927636382007,YPO0181,YPO3080,YPO3011,YPO1771,YPO1321,,
5,0.230915780531139,0.560927636383036,YPO0181,YPO3011,YPO1771,YPO1321,YPO2074,,
5,0.230915780531126,0.56092763638097,YPO0793,YPO0181,YPO3011,YPO1771,YPO1321,,
5,0.230915780531139,0.560927636382126,YPO0181,YPO3011,YPO1771,YPO1321,YPO3834,,
6,0.0920713656708939,0.615647892410787,YPO3371,YPO0181,YPO3080,YPO1845,YPO1771,YPO1321,
6,0.0920713546799258,0.615653443299246,YPO3371,YPO0181,YPO1845,YPO1771,YPO1321,YPO3141,
6,0.0920709425118321,0.615647825024347,YPO3371,YPO0181,YPO1845,YPO1771,YPO1321,YPO2074,
6,0.0920713365900114,0.615666802791537,YPO3371,YPO0793,YPO0181,YPO1845,YPO1771,YPO1321,
6,0.0920709425118321,0.615647825024347,YPO3371,YPO0181,YPO1845,YPO1771,YPO1321,YPO3834,
7,0.0920713546797041,0.615647983035137,YPO0793,YPO0181,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321
7,0.0920709425119986,0.615647825023288,YPO0181,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,YPO2074
7,0.0920709425119986,0.615647825024652,YPO0181,YPO1845,YPO1145,YPO3014,YPO1771,YPO1321,YPO3834
