Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.283558381214712,0.0253786429576759,YPO3371,YPO4078,YPO3825,YPO3937,YPO3428,YPO0459,YPO0348,YPO1511,YPO1965,YPO1109,YPO0436,YPO0670,YPO2303,YPO3914,YPO2067,YPO1851,YPO2370,YPO0914,YPO2393,,,,,,,,
20,0.283558381214823,0.0701160487204416,YPO3371,YPO4078,YPO3825,YPO3937,YPO3949,YPO2995,YPO1756,YPO3428,YPO0348,YPO1511,YPO1964,YPO0436,YPO0670,YPO2303,YPO3914,YPO2067,YPO1851,YPO2370,YPO0914,YPO2393,,,,,,,
20,0.283558381214824,0.00327271319679788,YPO3371,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO0348,YPO1511,YPO1964,YPO0670,YPO2303,YPO3914,YPO2067,YPO1389,YPO1851,YPO2370,YPO0921,YPO2836,YPO0439,YPO2393,,,,,,,
20,0.283558381214935,0.0032584716999415,YPO3371,YPO4078,YPO3825,YPO3937,YPO2157,YPO3949,YPO3428,YPO1962,YPO0348,YPO1511,YPO0436,YPO0670,YPO2303,YPO3914,YPO2067,YPO1851,YPO2370,YPO1133,YPO2836,YPO2393,,,,,,,
20,0.283558381214823,0.0701160487204416,YPO3371,YPO4078,YPO3825,YPO3937,YPO3949,YPO2995,YPO1756,YPO3428,YPO0348,YPO1511,YPO1965,YPO0436,YPO0670,YPO2303,YPO3914,YPO2067,YPO1389,YPO1851,YPO2370,YPO2393,,,,,,,
20,0.283558381214823,0.00125771550289628,YPO3371,YPO4078,YPO3825,YPO3937,YPO3428,YPO0348,YPO3992,YPO0460,YPO1511,YPO1965,YPO0670,YPO2303,YPO3914,YPO2067,YPO1851,YPO2370,YPO0921,YPO1133,YPO0439,YPO2393,,,,,,,
21,0.283558381214934,0.0049655453546787,YPO3371,YPO4078,YPO3825,YPO3937,YPO2995,YPO1756,YPO3428,YPO0348,YPO0460,YPO1511,YPO1109,YPO0670,YPO2303,YPO3914,YPO2067,YPO0920,YPO1389,YPO1851,YPO2370,YPO2836,YPO2393,,,,,,
21,0.272660463080715,0.0387214418688117,YPO3371,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO1962,YPO0348,YPO3992,YPO0347,YPO1511,YPO0436,YPO0670,YPO2303,YPO3914,YPO2067,YPO0920,YPO1851,YPO2370,YPO0442,YPO2393,,,,,,
21,0.129898215314054,0.011579583663152,YPO3371,YPO1384,YPO4078,YPO3825,YPO3937,YPO3428,YPO0459,YPO0348,YPO1845,YPO1109,YPO0436,YPO0670,YPO2303,YPO3914,YPO3376,YPO1851,YPO3418,YPO2370,YPO0921,YPO2836,YPO2567,,,,,,
22,0.283558381214823,0.001272734698969,YPO4078,YPO3825,YPO3937,YPO3949,YPO3428,YPO1962,YPO3977,YPO0348,YPO3992,YPO1511,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3376,YPO1851,YPO2370,YPO0914,YPO0439,YPO2393,,,,,
22,0.283558381214823,0.00223492338770606,YPO3371,YPO4078,YPO3825,YPO3937,YPO3428,YPO0459,YPO0348,YPO3080,YPO1511,YPO1965,YPO0436,YPO0670,YPO2303,YPO3914,YPO2067,YPO1139,YPO1851,YPO2370,YPO0921,YPO1133,YPO2567,YPO2393,,,,,
23,0.283558381214935,0.0189749584353784,YPO1384,YPO4078,YPO3825,YPO3937,YPO0461,YPO3428,YPO3977,YPO0348,YPO0347,YPO1511,YPO1965,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO1851,YPO3418,YPO2370,YPO0914,YPO0439,YPO2393,,,,
23,0.283558381214823,0.0701334526969023,YPO3371,YPO4078,YPO3825,YPO3937,YPO2995,YPO1756,YPO3428,YPO0348,YPO1963,YPO0460,YPO3319,YPO1207,YPO1511,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO1851,YPO0439,YPO0442,YPO2393,,,,
23,0.283558381214823,0.00127273469885125,YPO4078,YPO3825,YPO3937,YPO2157,YPO3949,YPO3428,YPO3977,YPO0348,YPO3992,YPO3319,YPO1207,YPO1511,YPO1964,YPO0436,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO1851,YPO1133,YPO2393,,,,
23,0.256175160368899,0.0380611822071995,YPO4078,YPO3825,YPO3937,YPO3949,YPO2995,YPO1756,YPO3977,YPO0348,YPO1511,YPO1109,YPO0670,YPO2303,YPO3914,YPO3868,YPO3270,YPO2067,YPO3520,YPO1851,YPO2370,YPO0914,YPO3929,YPO2836,YPO2393,,,,
