Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,
7,0.229933161912114,0.162905877279562,PHATRDRAFT_34010,PHATRDRAFT_30145,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
7,0.229933161911895,0.162905877279416,PHATRDRAFT_34010,PHATRDRAFT_26290,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
7,0.35960670777573,0.0569897257589001,PHATRDRAFT_34010,PHATRDRAFT_29016,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
7,0.35960670777551,0.0569897257582963,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,Phatr3_EG02101,,
7,0.359606707775732,0.0569897257584335,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
7,0.359606707775731,0.0569897257591131,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,,
7,0.35960670777551,0.0569897257582963,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_20445,,
7,0.35960670777551,0.0569897257582963,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_25572,,
8,0.229933161912562,0.162905877280245,PHATRDRAFT_30145,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.359606707775732,0.056989725758547,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,PHATRDRAFT_25572,
8,0.359606707775732,0.056989725758547,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,Phatr3_EG02101,
8,0.35960670777551,0.05698972575841,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_19979,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,Phatr3_EG02101,
8,0.359606707775732,0.0569897257585469,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_42245,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.35960670777551,0.05698972575841,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_11319,PHATRDRAFT_859,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,Phatr3_EG02101,
8,0.359606707775884,0.0569897257585421,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_48078,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
8,0.359606707775732,0.0569897257585474,PHATRDRAFT_34010,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_51970,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,Phatr3_EG02101,
8,0.359606707775723,0.0569897257585952,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_23913,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585,
9,0.359606707775759,0.0569897257584776,PHATRDRAFT_3046,Phatr3_EG02269,PHATRDRAFT_40430,PHATRDRAFT_13951,PHATRDRAFT_859,PHATRDRAFT_20310,PHATRDRAFT_32849,PHATRDRAFT_draft1517,PHATRDRAFT_28585
