Deletion size,Max growth rate,Min production rate,Deleted genes,,,,,,,,,,,
12,0.136840934812093,2.52204154373643,YBR068C,YDR046C,YBR069C,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YCL025C,YKR039W,YOR375C,YAL062W
9,0.136908598011976,2.52132852375226,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YOR375C,YAL062W,YDL066W,YLR348C,,,
8,0.136203560720742,2.8018693549652,YGR087C,YLR044C,YLR134W,YDR380W,YDL080C,YDR148C,YJL121C,YLR348C,,,,
